pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2,office12,candidate12_1,candidate12_2,office13,candidate13_1,candidate13_2
MECKLENBURG-20121106-Style052v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style053v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style054v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style055v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style056v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 26A,Yvonne Mims Evans,Linwood O. Foust,,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson
MECKLENBURG-20121106-Style057v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style058v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style059v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style060v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style061v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style062v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style063v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style064v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style065v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style066v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style067v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style068v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style069v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
MECKLENBURG-20121106-Style070v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 26,Gary Henderson,Roy H. Wiggins,,NC District Court Judge District 26,David Strickland,Kary Church Watson,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,"Louis A. Trosch, Jr.",,NC District Court Judge District 26,Kimberly Best,,NC District Court Judge District 26,Charlotte Brown-Williams,Tracy Hanna Hewett,NC District Court Judge District 26,Ronald L. Chapman,,NC District Court Judge District 26,Jena Culler,Grant Smithson,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,Jeff Thompson,NC District Court Judge District 26,Donnie Hoover,Alyson G. Traw,NC District Court Judge District 26,Christy Townley Mann,,,,
